EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn,HourlyRate _orig
186.0,48.0,20.0,No,64.88,40.0,Salary,134950.4,42.0,Human_Resources,Female,Divorced,9.0,17.0,Mailed Check,Yes,$64.88 
187.0,36.0,5.0,No,42.17,40.0,Salary,87713.6,80.0,Manufacturing,Female,Divorced,6.0,9.0,Mailed Check,Yes,$42.17 
188.0,41.0,9.0,Yes,42.17,40.0,Salary,87713.6,80.0,Manufacturing,Female,Divorced,3.0,15.0,Mailed Check,Yes,$42.17 
189.0,47.0,12.0,No,37.36,40.0,Salary,77708.8,55.0,Research,Male,Divorced,4.0,15.0,Direct Deposit,Yes,$37.36 
190.0,51.0,9.0,No,37.36,40.0,Salary,77708.8,55.0,Research,Male,Divorced,7.0,20.0,Direct Deposit,Yes,$37.36 
191.0,47.0,6.0,Yes,32.42,40.0,Salary,67433.6,66.0,Sales,Female,Married,5.0,21.0,Mailed Check,Yes,$32.42 
192.0,59.0,17.0,Yes,32.42,40.0,Salary,67433.6,66.0,Sales,Female,Married,2.0,12.0,Mailed Check,Yes,$32.42 
193.0,39.0,6.0,No,31.08,40.0,Salary,64646.4,50.0,Sales,Male,Married,5.0,25.0,Mailed Check,Yes,$31.08 
194.0,39.0,7.0,No,31.08,40.0,Salary,64646.4,50.0,Sales,Male,Married,4.0,19.0,Mailed Check,Yes,$31.08 
195.0,50.0,15.0,Yes,86.72,40.0,Salary,280377.6,2.0,Healthcare,Female,Divorced,4.0,15.0,Mailed Check,Yes,$86.72 
196.0,58.0,15.0,Yes,86.72,40.0,Salary,280377.6,2.0,Healthcare,Female,Divorced,4.0,15.0,Mailed Check,Yes,$86.72 
197.0,30.0,7.0,No,30.8,40.0,Salary,64064.0,158.0,Information_Technology,Male,Married,3.0,21.0,Direct Deposit,Yes,$30.80 
198.0,39.0,4.0,No,30.8,40.0,Salary,64064.0,158.0,Information_Technology,Male,Married,1.0,15.0,Direct Deposit,Yes,$30.80 
199.0,38.0,7.0,Yes,86.23,40.0,Salary,179358.4,53.0,Marketing,Female,Married,6.0,7.0,Direct Deposit,Yes,$86.23 
200.0,42.0,4.0,No,86.23,40.0,Salary,179358.4,53.0,Marketing,Female,Married,7.0,14.0,Direct Deposit,Yes,$86.23 
201.0,30.0,1.0,No,28.33,40.0,Salary,58635.2,70.0,Human_Resources,Female,Single,3.0,12.0,Mailed Check,Yes,$28.33 
202.0,61.0,19.0,No,40.71,40.0,Salary,84676.8,17.0,Sales,Female,Single,2.0,6.0,Mailed Check,Yes,$40.71 
203.0,30.0,6.0,No,28.63,40.0,Salary,59550.4,58.0,Marketing,Female,Divorced,2.0,14.0,Mailed Check,Yes,$28.63 
204.0,41.0,2.0,No,94.94,40.0,Salary,289133.0,15.0,Human_Resources,Female,Single,6.0,16.0,Direct Deposit,Yes,$94.94 
205.0,56.0,6.0,No,36.39,40.0,Salary,75691.2,64.0,Laboratory,Female,Married,1.0,15.0,Mailed Check,Yes,$36.39 
206.0,45.0,7.0,No,70.2,40.0,Salary,146016.0,158.0,Marketing,Male,Married,2.0,10.0,Mailed Check,Yes,$70.20 
207.0,49.0,7.0,No,95.6,40.0,Salary,289133.0,-12.0,Research,Male,Married,2.0,15.0,Mailed Check,Yes,$95.60 
208.0,34.0,2.0,Yes,27.49,40.0,Salary,57179.2,43.0,Laboratory,Male,Single,4.0,15.0,Mailed Check,Yes,$27.49 
209.0,38.0,10.0,Yes,88.71,40.0,Salary,284516.8,158.0,Sales,Male,Single,1.0,12.0,Direct Deposit,Yes,$88.71 
210.0,61.0,9.0,Yes,90.68,40.0,Salary,288614.4,51.0,Human_Resources,Male,Married,4.0,15.0,Mailed Check,Yes,$90.68 
211.0,56.0,9.0,Yes,62.63,40.0,Salary,130270.4,158.0,Healthcare,Female,Divorced,6.0,13.0,Direct Deposit,Yes,$62.63 
212.0,42.0,5.0,No,49.49,40.0,Salary,102939.2,33.0,Research,Female,Single,5.0,13.0,Mailed Check,No,$49.49 
213.0,44.0,14.0,No,59.65,40.0,Salary,124072.0,58.0,Marketing,Female,Divorced,4.0,19.0,Direct Deposit,Yes,$59.65 
214.0,36.0,9.0,No,56.51,40.0,Salary,117540.8,-12.0,Information_Technology,Female,Married,6.0,21.0,Mailed Check,Yes,$56.51 
215.0,48.0,20.0,No,64.27,40.0,Salary,133681.6,17.0,Sales,Female,Married,8.0,5.0,Mailed Check,Yes,$64.27 
216.0,34.0,6.0,Yes,29.97,40.0,Salary,62337.6,89.0,Sales,Male,Married,4.0,20.0,Mailed Check,Yes,$29.97 
217.0,38.0,8.0,Yes,44.98,40.0,Salary,93558.4,74.0,Marketing,Female,Single,3.0,15.0,Mailed Check,No,$44.98 
218.0,28.0,4.0,Yes,25.45,40.0,Salary,52936.0,49.0,Laboratory,Female,Married,1.0,9.0,Mailed Check,Yes,$25.45 
219.0,55.0,5.0,No,61.57,40.0,Salary,128065.6,158.0,Sales,Female,Married,1.0,21.0,Mailed Check,Yes,$61.57 
220.0,39.0,2.0,No,53.5,40.0,Salary,111280.0,81.0,Marketing,Female,Divorced,2.0,8.0,Mailed Check,Yes,$53.50 
221.0,54.0,14.0,Yes,45.84,40.0,Salary,95347.2,86.0,Healthcare,Male,Single,4.0,11.0,Mailed Check,No,$45.84 
222.0,30.0,5.0,No,23.25,40.0,Salary,48360.0,84.0,Sales,Male,Single,1.0,15.0,Mailed Check,Yes,$23.25 
223.0,54.0,11.0,No,91.54,40.0,Salary,289133.0,52.0,Sales,Male,Single,1.0,9.0,Mailed Check,No,$91.54 
224.0,38.0,3.0,Yes,86.01,40.0,Salary,178900.8,158.0,Manufacturing,Female,Divorced,1.0,11.0,Direct Deposit,Yes,$86.01 
225.0,36.0,9.0,No,31.01,40.0,Salary,64500.8,0.0,Manufacturing,Male,Divorced,4.0,5.0,Mailed Check,Yes,$31.01 
226.0,51.0,16.0,No,40.58,40.0,Salary,84406.4,70.0,Information_Technology,Female,Divorced,9.0,15.0,Mailed Check,Yes,$40.58 
227.0,41.0,9.0,No,97.12,40.0,Salary,202009.6,-3.0,Research,Prefer Not To Answer,Divorced,1.0,23.0,Direct Deposit,Yes,$97.12 
228.0,31.0,8.0,Yes,22.79,40.0,Salary,47403.2,15.0,Healthcare,Male,Single,3.0,12.0,Mailed Check,Yes,$22.79 
229.0,50.0,9.0,No,60.97,40.0,Salary,126817.6,48.0,Marketing,Female,Single,3.0,13.0,Mailed Check,No,$60.97 
230.0,32.0,5.0,Yes,28.29,40.0,Salary,58843.2,12.0,Sales,Female,Married,2.0,15.0,Mailed Check,Yes,$28.29 
231.0,57.0,13.0,No,58.33,40.0,Salary,121035.2,17.0,Information_Technology,Male,Single,4.0,16.0,Mailed Check,No,$58.33 
232.0,48.0,9.0,No,92.37,40.0,Salary,289133.0,158.0,Laboratory,Male,Divorced,2.0,15.0,Mailed Check,Yes,$92.37 
233.0,49.0,8.0,No,95.12,40.0,Salary,289133.0,55.0,Sales,Female,Married,9.0,19.0,Mailed Check,Yes,$95.12 
234.0,40.0,4.0,No,31.33,40.0,Salary,64875.2,45.0,Human_Resources,Male,Single,9.0,15.0,Mailed Check,Yes,$31.33 
235.0,39.0,1.0,No,48.11,40.0,Salary,100068.8,68.0,Research,Female,Divorced,3.0,16.0,Mailed Check,Yes,$48.11 
236.0,37.0,1.0,Yes,80.48,40.0,Salary,167398.4,57.0,Research,Male,Single,2.0,22.0,Direct Deposit,No,$80.48 
237.0,39.0,7.0,Yes,36.68,40.0,Salary,76294.4,22.0,Human_Resources,Male,Married,4.0,15.0,Mailed Check,No,$36.68 
238.0,45.0,5.0,No,65.57,40.0,Salary,136385.6,44.0,Healthcare,Female,Divorced,6.0,15.0,Direct Deposit,Yes,$65.57 
239.0,45.0,20.0,Yes,82.26,40.0,Salary,171100.8,62.0,Manufacturing,Male,Single,1.0,9.0,Mailed Check,No,$82.26 
240.0,40.0,10.0,No,87.99,40.0,Salary,283033.2,17.0,Manufacturing,Female,Married,4.0,15.0,Mailed Check,Yes,$87.99 
241.0,60.0,10.0,Yes,33.45,40.0,Salary,69576.0,158.0,Manufacturing,Female,Divorced,3.0,15.0,Direct Deposit,No,$33.45 
242.0,40.0,1.0,No,75.97,40.0,Salary,158017.6,12.0,Sales,Female,Divorced,4.0,10.0,Mailed Check,Yes,$75.97 
243.0,45.0,13.0,Yes,42.02,40.0,Salary,87401.6,77.0,Healthcare,Male,Single,2.0,23.0,Direct Deposit,Yes,$42.02 
244.0,34.0,2.0,No,29.96,40.0,Salary,62316.8,50.0,Research,Male,Divorced,5.0,13.0,Mailed Check,Yes,$29.96 
245.0,44.0,11.0,Yes,54.29,40.0,Salary,112923.2,10.0,Laboratory,Female,Single,7.0,11.0,Direct Deposit,No,$54.29 
246.0,56.0,20.0,Yes,49.41,40.0,Salary,102772.8,7.0,Laboratory,Male,Single,9.0,20.0,Mailed Check,No,$49.41 
247.0,58.0,10.0,No,82.7,40.0,Salary,172016.0,20.0,Healthcare,Female,Single,7.0,8.0,Mailed Check,No,$82.70 
248.0,39.0,7.0,Yes,44.69,40.0,Salary,92955.2,46.0,Sales,Male,Married,5.0,11.0,Mailed Check,Yes,$44.69 
249.0,39.0,4.0,Yes,96.08,40.0,Salary,289133.0,41.0,Research,Female,Single,3.0,19.0,Mailed Check,No,$96.08 
250.0,58.0,18.0,No,86.4,40.0,Salary,179712.0,38.0,Research,Female,Married,4.0,8.0,Mailed Check,Yes,$86.40 
251.0,54.0,6.0,No,60.2,40.0,Salary,125216.0,53.0,Marketing,Male,Married,6.0,17.0,Mailed Check,Yes,$60.20 
252.0,31.0,6.0,Yes,25.79,40.0,Salary,53643.2,21.0,Sales,Male,Married,2.0,8.0,Mailed Check,No,$25.79 
253.0,51.0,15.0,Yes,38.7,40.0,Salary,80496.0,158.0,Laboratory,Male,Single,8.0,15.0,Mailed Check,Yes,$38.70 
254.0,36.0,1.0,Yes,33.84,40.0,Salary,70387.2,85.0,Manufacturing,Male,Married,3.0,7.0,Direct Deposit,Yes,$33.84 
255.0,55.0,12.0,Yes,74.33,40.0,Salary,154315.2,61.0,Healthcare,Male,Married,4.0,14.0,Mailed Check,Yes,$74.33 
256.0,36.0,5.0,No,26.09,40.0,Salary,54267.2,20.0,Research,Female,Single,5.0,23.0,Mailed Check,Yes,$26.09 
257.0,56.0,14.0,Yes,33.25,40.0,Salary,40040.0,7.0,Marketing,Female,Divorced,4.0,12.0,Mailed Check,No,$33.25 
258.0,53.0,13.0,Yes,50.59,40.0,Salary,105227.2,60.0,Healthcare,Female,Divorced,7.0,18.0,Mailed Check,Yes,$50.59 
259.0,37.0,1.0,Yes,85.52,40.0,Salary,177881.6,87.0,Healthcare,Male,Divorced,2.0,15.0,Mailed Check,Yes,$85.52 
260.0,38.0,8.0,No,51.69,40.0,Salary,107515.2,-11.0,Research,Female,Married,1.0,24.0,Direct Deposit,Yes,$51.69 
261.0,38.0,6.0,Yes,66.16,40.0,Salary,137612.8,70.0,Marketing,Male,Single,5.0,5.0,Direct Deposit,No,$66.16 
262.0,33.0,2.0,Yes,24.17,40.0,Salary,50273.6,80.0,Laboratory,Male,Divorced,2.0,16.0,Mailed Check,Yes,$24.17 
263.0,43.0,7.0,Yes,53.73,40.0,Salary,111758.4,-12.0,Laboratory,Female,Divorced,5.0,5.0,Direct Deposit,Yes,$53.73 
264.0,40.0,3.0,No,59.72,40.0,Salary,124217.6,1.0,Healthcare,Female,Married,1.0,7.0,Mailed Check,Yes,$59.72 
265.0,39.0,1.0,Yes,29.74,40.0,Salary,62859.2,64.0,Research,Male,Single,4.0,14.0,Mailed Check,Yes,$29.74 
266.0,39.0,2.0,Yes,43.64,40.0,Salary,90771.2,-3.0,Research,Female,Married,1.0,15.0,Mailed Check,Yes,$43.64 
267.0,45.0,20.0,Yes,65.38,40.0,Salary,135990.4,20.0,Information_Technology,Female,Married,3.0,22.0,Mailed Check,Yes,$65.38 
268.0,37.0,8.0,No,28.25,40.0,Salary,37960.0,65.0,Marketing,Male,Single,1.0,15.0,Mailed Check,Yes,$28.25 
269.0,41.0,5.0,No,34.8,40.0,Salary,72384.0,17.0,Marketing,Female,Divorced,3.0,18.0,Mailed Check,Yes,$34.80 
270.0,39.0,8.0,No,40.56,40.0,Salary,84364.8,78.0,Sales,Male,Divorced,4.0,15.0,Mailed Check,Yes,$40.56 
271.0,24.0,1.0,No,17.39,40.0,Salary,36171.2,2.0,Manufacturing,Male,Single,1.0,16.0,Mailed Check,Yes,$17.39 
272.0,48.0,10.0,Yes,33.85,40.0,Salary,70408.0,158.0,Healthcare,Female,Single,1.0,18.0,Mailed Check,Yes,$33.85 
273.0,39.0,1.0,Yes,30.52,40.0,Salary,63481.6,-4.0,Laboratory,Male,Married,4.0,22.0,Mailed Check,Yes,$30.52 
274.0,60.0,13.0,No,43.28,40.0,Salary,89814.4,50.0,Manufacturing,Female,Single,2.0,12.0,Mailed Check,Yes,$43.28 
275.0,43.0,8.0,Yes,80.75,40.0,Salary,167960.0,89.0,Research,Female,Single,6.0,12.0,Mailed Check,No,$80.75 
276.0,44.0,14.0,No,33.29,40.0,Salary,40123.2,66.0,Sales,Male,Divorced,1.0,18.0,Direct Deposit,No,$33.29 
277.0,25.0,2.0,No,21.59,40.0,Salary,44907.2,87.0,Sales,Female,Married,2.0,8.0,Direct Deposit,Yes,$21.59 
278.0,27.0,6.0,Yes,21.26,40.0,Salary,44220.8,7.0,Research,Female,Single,2.0,20.0,Mailed Check,Yes,$21.26 
279.0,37.0,1.0,Yes,26.0,40.0,Salary,54080.0,36.0,Research,Female,Single,4.0,21.0,Mailed Check,Yes,$26.00 
280.0,47.0,5.0,No,75.05,40.0,Salary,156104.0,51.0,Sales,Female,Single,6.0,20.0,Mailed Check,Yes,$75.05 
281.0,60.0,12.0,Yes,39.14,40.0,Salary,81411.2,66.0,Sales,Female,Divorced,8.0,8.0,Mailed Check,Yes,$39.14 
282.0,58.0,8.0,No,34.45,40.0,Salary,71656.0,2.0,Laboratory,Female,Single,1.0,8.0,Mailed Check,Yes,$34.45 
283.0,42.0,6.0,Yes,70.14,40.0,Salary,145891.2,53.0,Sales,Male,Divorced,9.0,18.0,Direct Deposit,Yes,$70.14 
284.0,35.0,8.0,Yes,23.32,40.0,Salary,48505.6,69.0,Manufacturing,Female,Single,2.0,14.0,Mailed Check,Yes,$23.32 
285.0,50.0,9.0,No,32.98,40.0,Salary,68598.4,-12.0,Information_Technology,Male,Divorced,1.0,12.0,Direct Deposit,Yes,$32.98 
286.0,61.0,12.0,No,33.48,40.0,Salary,40528.4,-8.0,Sales,Female,Divorced,6.0,22.0,Mailed Check,Yes,$33.48 
287.0,43.0,3.0,No,47.45,40.0,Salary,98696.0,7.0,Human_Resources,Female,Married,3.0,13.0,Direct Deposit,Yes,$47.45 
288.0,30.0,6.0,Yes,25.63,40.0,Salary,53310.4,158.0,Information_Technology,Female,Married,2.0,25.0,Mailed Check,Yes,$25.63 
289.0,55.0,8.0,No,53.38,40.0,Salary,111030.4,67.0,Marketing,Male,Single,6.0,19.0,Mailed Check,Yes,$53.38 
290.0,53.0,18.0,Yes,96.79,40.0,Salary,201323.2,74.0,Laboratory,Female,Married,4.0,24.0,Direct Deposit,Yes,$96.79 
291.0,34.0,4.0,Yes,25.83,40.0,Salary,53726.4,158.0,Laboratory,Male,Married,6.0,13.0,Mailed Check,Yes,$25.83 
292.0,32.0,2.0,Yes,22.73,40.0,Salary,47278.4,-5.0,Healthcare,Male,Married,3.0,11.0,Mailed Check,Yes,$22.73 
293.0,41.0,10.0,Yes,87.69,40.0,Salary,282395.2,-6.0,Sales,Female,Single,1.0,14.0,Mailed Check,Yes,$87.69 
294.0,54.0,15.0,Yes,51.63,40.0,Salary,107390.4,64.0,Sales,Female,Single,8.0,15.0,Mailed Check,Yes,$51.63 
295.0,34.0,4.0,No,26.35,40.0,Salary,54808.0,158.0,Sales,Male,Divorced,6.0,9.0,Mailed Check,Yes,$26.35 
296.0,47.0,5.0,No,96.24,40.0,Salary,200179.2,25.0,Laboratory,Female,Single,3.0,16.0,Mailed Check,Yes,$96.24 
297.0,53.0,19.0,Yes,90.36,40.0,Salary,287948.8,-7.0,Manufacturing,Male,Married,2.0,15.0,Direct Deposit,Yes,$90.36 
298.0,48.0,12.0,Yes,91.8,40.0,Salary,289133.0,1.0,Research,Female,Married,2.0,22.0,Mailed Check,Yes,$91.80 
299.0,57.0,11.0,Yes,91.22,40.0,Salary,289133.0,80.0,Sales,Female,Single,7.0,9.0,Direct Deposit,Yes,$91.22 
300.0,61.0,19.0,No,33.88,40.0,Salary,70470.4,85.0,Research,Male,Married,8.0,21.0,Mailed Check,Yes,$33.88 
301.0,41.0,1.0,No,40.0,40.0,Salary,83200.0,52.0,Sales,Male,Married,3.0,15.0,Mailed Check,Yes,$40.00 
302.0,36.0,5.0,Yes,97.02,40.0,Salary,202801.6,158.0,Laboratory,Male,Single,2.0,7.0,Direct Deposit,Yes,$97.02 
303.0,45.0,10.0,Yes,40.86,40.0,Salary,84988.8,22.0,Information_Technology,Female,Single,4.0,20.0,Mailed Check,Yes,$40.86 
304.0,48.0,14.0,Yes,61.75,40.0,Salary,128440.0,54.0,Information_Technology,Male,Married,3.0,13.0,Mailed Check,Yes,$61.75 
305.0,53.0,12.0,No,97.96,40.0,Salary,203756.8,31.0,Sales,Female,Married,1.0,24.0,Direct Deposit,Yes,$97.96 
306.0,53.0,9.0,No,42.78,40.0,Salary,88982.4,158.0,Manufacturing,Female,Married,4.0,8.0,Direct Deposit,Yes,$42.78 
307.0,49.0,7.0,No,72.03,40.0,Salary,149822.4,8.0,Research,Female,Single,6.0,15.0,Mailed Check,Yes,$72.03 
308.0,34.0,4.0,No,29.21,40.0,Salary,59396.8,4.0,Marketing,Female,Single,3.0,21.0,Mailed Check,Yes,$29.21 
309.0,47.0,12.0,Yes,45.78,40.0,Salary,95222.4,-3.0,Human_Resources,Female,Married,5.0,15.0,Direct Deposit,Yes,$45.78 
310.0,54.0,8.0,No,89.66,40.0,Salary,286492.8,64.0,Sales,Male,Divorced,1.0,25.0,Mailed Check,Yes,$89.66 
311.0,33.0,8.0,No,22.96,40.0,Salary,47756.8,37.0,Sales,Male,Single,3.0,9.0,Mailed Check,Yes,$22.96 
312.0,38.0,3.0,Yes,30.5,40.0,Salary,63440.0,158.0,Laboratory,Female,Single,2.0,13.0,Mailed Check,Yes,$30.50 
313.0,57.0,5.0,No,57.51,40.0,Salary,133620.8,77.0,Manufacturing,Male,Married,4.0,8.0,Mailed Check,Yes,$57.51 
314.0,39.0,6.0,No,65.74,40.0,Salary,136739.2,89.0,Research,Female,Divorced,2.0,15.0,Mailed Check,Yes,$65.74 
315.0,54.0,17.0,Yes,43.63,40.0,Salary,90750.4,32.0,Healthcare,Male,Divorced,2.0,12.0,Mailed Check,Yes,$43.63 
316.0,44.0,17.0,Yes,64.13,40.0,Salary,133390.4,61.0,Marketing,Female,Divorced,3.0,8.0,Direct Deposit,Yes,$64.13 
317.0,49.0,18.0,Yes,60.48,40.0,Salary,125798.4,158.0,Laboratory,Male,Single,1.0,5.0,Mailed Check,Yes,$60.48 
318.0,43.0,4.0,No,69.47,40.0,Salary,144497.6,41.0,Manufacturing,Female,Divorced,5.0,9.0,Mailed Check,Yes,$69.47 
319.0,61.0,14.0,No,60.17,40.0,Salary,125153.6,10.0,Human_Resources,Female,Single,1.0,7.0,Mailed Check,Yes,$60.17 
320.0,46.0,7.0,Yes,34.23,40.0,Salary,71338.4,50.0,Marketing,Male,Single,4.0,13.0,Direct Deposit,Yes,$34.23 
321.0,45.0,18.0,Yes,33.17,40.0,Salary,68993.6,83.0,Research,Female,Single,4.0,16.0,Direct Deposit,Yes,$33.17 
322.0,42.0,5.0,No,45.93,40.0,Salary,95534.4,158.0,Research,Male,Single,8.0,15.0,Mailed Check,Yes,$45.93 
323.0,40.0,5.0,No,28.83,40.0,Salary,39166.4,80.0,Sales,Female,Divorced,2.0,15.0,Mailed Check,Yes,$28.83 
324.0,53.0,5.0,No,77.9,40.0,Salary,162032.0,83.0,Marketing,Female,Single,7.0,7.0,Mailed Check,Yes,$77.90 
325.0,56.0,9.0,Yes,67.64,40.0,Salary,140691.2,26.0,Marketing,Female,Married,9.0,21.0,Mailed Check,Yes,$67.64 
326.0,47.0,8.0,No,67.65,40.0,Salary,140712.0,28.0,Research,Female,Divorced,1.0,18.0,Direct Deposit,Yes,$67.65 
327.0,37.0,4.0,Yes,76.33,40.0,Salary,158766.4,85.0,Marketing,Female,Divorced,6.0,23.0,Direct Deposit,Yes,$76.33 
328.0,53.0,6.0,No,63.36,40.0,Salary,131788.8,14.0,Sales,Female,Married,7.0,22.0,Mailed Check,Yes,$63.36 
329.0,37.0,6.0,Yes,30.24,40.0,Salary,62899.2,37.0,Manufacturing,Male,Married,3.0,15.0,Direct Deposit,Yes,$30.24 
330.0,45.0,13.0,Yes,51.44,40.0,Salary,106995.2,84.0,Manufacturing,Male,Married,5.0,22.0,Mailed Check,Yes,$51.44 
331.0,47.0,7.0,Yes,39.36,40.0,Salary,82868.8,80.0,Sales,Male,Divorced,3.0,15.0,Mailed Check,Yes,$39.36 
332.0,61.0,12.0,No,50.01,40.0,Salary,104020.8,22.0,Laboratory,Female,Single,6.0,22.0,Mailed Check,Yes,$50.01 
333.0,38.0,4.0,Yes,33.37,40.0,Salary,40289.6,-4.0,Research,Female,Single,5.0,15.0,Mailed Check,Yes,$33.37 
334.0,38.0,3.0,No,26.45,40.0,Salary,55016.0,-6.0,Marketing,Female,Divorced,6.0,13.0,Mailed Check,Yes,$26.45 
335.0,50.0,5.0,No,47.82,40.0,Salary,99465.6,48.0,Sales,Male,Single,4.0,15.0,Mailed Check,Yes,$47.82 
336.0,53.0,5.0,No,44.7,40.0,Salary,92976.0,27.0,Research,Female,Single,2.0,23.0,Mailed Check,Yes,$44.70 
337.0,46.0,15.0,No,45.01,40.0,Salary,93620.8,9.0,Research,Female,Divorced,6.0,20.0,Direct Deposit,Yes,$45.01 
338.0,60.0,12.0,No,33.05,40.0,Salary,68744.0,53.0,Information_Technology,Male,Married,6.0,15.0,Direct Deposit,Yes,$33.05 
339.0,59.0,11.0,Yes,59.43,40.0,Salary,123614.4,31.0,Sales,Male,Married,5.0,15.0,Direct Deposit,Yes,$59.43 
340.0,48.0,17.0,Yes,84.64,40.0,Salary,176051.2,35.0,Healthcare,Female,Married,8.0,15.0,Mailed Check,Yes,$84.64 
341.0,45.0,11.0,Yes,55.88,40.0,Salary,116230.4,25.0,Healthcare,Male,Divorced,3.0,8.0,Mailed Check,Yes,$55.88 
342.0,38.0,6.0,No,74.27,40.0,Salary,154481.6,73.0,Information_Technology,Female,Single,3.0,20.0,Mailed Check,Yes,$74.27 
343.0,48.0,6.0,Yes,83.34,40.0,Salary,173347.2,45.0,Healthcare,Female,Single,9.0,15.0,Mailed Check,No,$83.34 
344.0,38.0,9.0,No,51.8,40.0,Salary,107744.0,52.0,Research,Female,Single,6.0,10.0,Mailed Check,No,$51.80 
345.0,56.0,6.0,Yes,71.36,40.0,Salary,148428.8,-9.0,Laboratory,Female,Divorced,7.0,16.0,Mailed Check,Yes,$71.36 
346.0,38.0,2.0,No,34.43,40.0,Salary,71614.4,158.0,Information_Technology,Male,Divorced,4.0,19.0,Mailed Check,Yes,$34.43 
347.0,47.0,19.0,Yes,87.08,40.0,Salary,281126.4,158.0,Sales,Female,Divorced,3.0,14.0,Direct Deposit,Yes,$87.08 
348.0,56.0,15.0,Yes,69.06,40.0,Salary,143644.8,-14.0,Research,Female,Divorced,9.0,10.0,Mailed Check,Yes,$69.06 
349.0,42.0,1.0,Yes,72.33,40.0,Salary,150446.4,-4.0,Healthcare,Female,Single,4.0,17.0,Direct Deposit,No,$72.33 
350.0,49.0,14.0,No,34.28,40.0,Salary,71302.4,25.0,Information_Technology,Female,Divorced,7.0,10.0,Mailed Check,No,$34.28 
351.0,47.0,6.0,Yes,59.22,40.0,Salary,123177.6,89.0,Manufacturing,Male,Divorced,4.0,13.0,Mailed Check,Yes,$59.22 
352.0,56.0,15.0,Yes,31.89,40.0,Salary,66331.2,-14.0,Healthcare,Female,Married,4.0,22.0,Mailed Check,Yes,$31.89 
353.0,36.0,2.0,Yes,83.88,40.0,Salary,174470.4,-13.0,Healthcare,Male,Married,2.0,12.0,Mailed Check,Yes,$83.88 
354.0,47.0,5.0,No,37.2,40.0,Salary,77376.0,158.0,Research,Female,Single,2.0,23.0,Mailed Check,Yes,$37.20 
355.0,39.0,10.0,Yes,27.1,40.0,Salary,56368.0,10.0,Research,Female,Married,6.0,20.0,Mailed Check,Yes,$27.10 
356.0,34.0,4.0,Yes,25.48,40.0,Salary,52998.4,5.0,Healthcare,Male,Single,1.0,15.0,Direct Deposit,Yes,$25.48 
357.0,48.0,9.0,No,50.56,40.0,Salary,105164.8,158.0,Healthcare,Female,Married,8.0,21.0,Mailed Check,Yes,$50.56 
358.0,34.0,6.0,No,24.34,40.0,Salary,50627.2,-7.0,Information_Technology,Female,Married,5.0,15.0,Mailed Check,No,$24.34 
359.0,52.0,19.0,No,83.21,40.0,Salary,173076.8,21.0,Manufacturing,Female,Married,3.0,11.0,Mailed Check,Yes,$83.21 
360.0,44.0,17.0,No,62.04,40.0,Salary,129043.2,73.0,Research,Male,Divorced,8.0,25.0,Mailed Check,Yes,$62.04 
361.0,58.0,10.0,No,68.02,40.0,Salary,141481.6,81.0,Sales,Female,Divorced,7.0,15.0,Mailed Check,Yes,$68.02 
362.0,27.0,1.0,No,17.48,40.0,Salary,36358.4,53.0,Laboratory,Male,Divorced,1.0,23.0,Mailed Check,Yes,$17.48 
363.0,58.0,8.0,Yes,60.4,40.0,Salary,125632.0,76.0,Research,Male,Single,6.0,15.0,Mailed Check,No,$60.40 
364.0,51.0,11.0,No,33.14,40.0,Salary,39811.2,79.0,Research,Female,Single,3.0,15.0,Mailed Check,Yes,$33.14 
365.0,41.0,5.0,No,45.88,40.0,Salary,95430.4,33.0,Research,Female,Married,9.0,18.0,Direct Deposit,Yes,$45.88 
366.0,47.0,11.0,No,56.56,40.0,Salary,117644.8,64.0,Marketing,Male,Married,6.0,16.0,Mailed Check,Yes,$56.56 
367.0,38.0,7.0,No,90.69,40.0,Salary,288635.2,65.0,Sales,Female,Single,2.0,9.0,Direct Deposit,No,$90.69 
368.0,58.0,13.0,Yes,32.08,40.0,Salary,66726.4,15.0,Human_Resources,Female,Single,9.0,11.0,Mailed Check,Yes,$32.08 
369.0,50.0,16.0,Yes,47.48,40.0,Salary,98758.4,27.0,Manufacturing,Male,Single,9.0,15.0,Mailed Check,No,$47.48 
370.0,60.0,12.0,Yes,41.48,40.0,Salary,86278.4,35.0,Manufacturing,Female,Married,4.0,20.0,Mailed Check,Yes,$41.48 
371.0,58.0,10.0,No,65.79,40.0,Salary,136843.2,46.0,Research,Female,Married,7.0,15.0,Mailed Check,Yes,$65.79 
372.0,39.0,8.0,Yes,37.82,40.0,Salary,78665.6,25.0,Sales,Female,Married,3.0,12.0,Mailed Check,Yes,$37.82 
373.0,46.0,18.0,Yes,51.02,40.0,Salary,106121.6,54.0,Manufacturing,Male,Single,2.0,10.0,Direct Deposit,No,$51.02 
374.0,50.0,11.0,Yes,41.88,40.0,Salary,87110.4,62.0,Research,Male,Married,8.0,17.0,Mailed Check,Yes,$41.88 
375.0,44.0,9.0,Yes,44.37,40.0,Salary,92289.6,77.0,Research,Female,Single,4.0,7.0,Mailed Check,No,$44.37 
